Ejercicio	Descripcion	Servicio Gestor	Proveedor	Importe	Fecha de Pago	Column 7	Column 8
2015	Trabajos fotográficos-abril 2015	DIRECCIÓN DE COMUNICACIÓN Y PRENSA	DANIEL-ALBERTO MARCOS PINA	3617.9	02/06/15		
2015	Apoyo técnico a los proveedores en la plataforma municipal de facturación electrónica - Factura Electrónica: 2705	SERVICIO DE REDES Y SISTEMAS	IA-SOFT-ARAGON-SL	3617.9	09/07/15		
2015	Redacción bases convocatorias de residencia de artistas en Etopia	SERVICIO DE CIUDAD INTELIGENTE	ASOCIACIÓN MEDIÁTICAS	3617.9	28/05/15		
2015	Asistencia tecnológica fabricación digital taller DOERS	SERVICIO DE CIUDAD INTELIGENTE	STOCKLAND-SL	3616.69	29/07/15		
2015	ADQUISICION PANTALON Y CAMISA M/L.	SECCION DE APOYO OPERATIVO	EL-CORTE-INGLES-SA	3615.48	20/01/16		
2015	COMPRA PANTALON CON TRABILLAS POLICIA ZARAGOZA	SECCION DE APOYO OPERATIVO	SAGRES-SL	3615.0	31/12/15		
2015	Limpieza y ordenación armarios Vialidad y otras dependencias municipales	SERVICIO DE REDES Y SISTEMAS	GOTOR-COMUNICACIONES-SA	3613.06	03/07/15		
2015	servicios de ingeniería	SERVICIO DE CIENCIA Y TECNOLOGIA	ULTRALAB, S.L.	3611.85	02/02/15		
2015	SUMINISTRO DE TIERRAS EN PARCELAS MUNICIPALES JARANDIN	UNIDAD DE GESTIÓN DE PATRIMONIO RÚSTICO	EXCAVACIONES-GRASA-SL	3611.85	19/01/16		
2015	Integración de indicadores socio-demográficos 2014 para su visualización interactiva	UNIDAD GESTIÓN WEB MUNICIPAL	MARKETREAL-CONSULTORES-SL	3611.85	12/01/16		
2015	REPARACION VEHICULO F33-272 LKW-LIFT IBERICA	SERVICIO CONTRA INCENDIOS, DE SALVAMENTO Y PROTECCIÓN CIVIL	LKW-LIFT IBERICA, S.L.	3611.85	18/01/16		
2015	Sº de Apoyo Fotográfico- mayo 2015	DIRECCIÓN DE COMUNICACIÓN Y PRENSA	DANIEL-ALBERTO MARCOS PINA	3611.85	03/07/15		
2015	Taller de processing en programa invierno abierto multimedia	SERVICIO DE CIUDAD INTELIGENTE	GUILLERMO  MALON AGUILAR	3606.0	19/05/15		
2015	Vallado para caminador de caballos	POLICIA LOCAL	MOLENKONING B.V.	3605.8	14/04/15		
2015	Geolocalización arbolado	SERVICIO DE PARQUES Y JARDINES	GEOSPATIUMLAB-SL	3605.8	05/01/16		
2015	Repuestos videovigilancia en vía pública Factura Electrónica: 15012427	SERVICIO DE REDES Y SISTEMAS	INSTRUMENTACION-COMPONENTES-SA	3605.8	21/12/15		
2015	Estadísticas y automatización de captura de subvenciones Factura Electrónica: 2704	SERVICIO DE REDES Y SISTEMAS	IA-SOFT-ARAGON-SL	3605.8	09/07/15		
2015	APARATOS EMERGENCIA BRIGADA DE INSTALACIONES	EQUIPAMIENTOS INSTALACIONES	SESMA-COMERCIAL-ILUMINACION-SA	3604.7	24/07/15		
2015	J.V.JUSLIBOL TRANSPORTE Y COLOCACION BOMBAS	DISTRITO RURAL COORDINADOR	ARIDOS-Y-EXC-CARMELO-LOBERA-SL	3604.59	08/06/15		
2015	Blogs Ciudadanos para la Web Municipal	UNIDAD GESTIÓN WEB MUNICIPAL	BLOGIA S.L.	3600.0	16/11/15		
2015	Adquisición Módulos Plataforma Trew@ Análisis de Consulta Factura Electrónica: 151200935	SERVICIO DE REDES Y SISTEMAS	TELEF-SOLUC-INFORM-C-ESPAÑA-SA	3600.0	21/01/16		
2015	Montaje y desmontaje de carpas, recogida, transporte y limpieza de mobiliario, menaje y carpas para fiestas patronales Venta del Olivar	JUNTA VECINAL VENTA DEL OLIVAR	AGROLAINEZ-E-HIJOS-SL	3600.0	19/10/15		
2015	SOFTWARE SERV. DESARROLLO APLICACION ALM. VESTUARIO	SECCION DE APOYO OPERATIVO	ALERCE-INFORMATICA-APLICADA-SA	3599.75	15/01/16		
2015	MATERIAL LIMPIEZA SERVICIO DUCHAS Y LAVADORAS CASCO HCO.	S. SOCIALES COMUNITARIOS	SUMINISTROS VENUS SLU	3596.05	27/04/15		
2015	J.V. ALFOCEA OBRAS DE MANTENIMIENTO CEMENTERIO	DISTRITO RURAL COORDINADOR	TOMAS-VALLES-SL	3594.2	19/05/15		
2015	SUMINISTRO DE MATERIALES Y ALQUILER PLATAFORMA PARA ETOPIA	SERVICIO DE CIUDAD INTELIGENTE	TRAZACULTURA-SL	3593.7	21/04/15		
2015	CLIMATIZACION AULA CASA CULTURA BARRIO DE SAN GREGORIO	DISTRITO RURAL COORDINADOR	JOAQUIN FERNANDEZ SOLA	3593.7	13/01/16		
2015	ASISTENCIA TECNICA INSTALACION ARCGIS 10.2	SERVICIO DE REDES Y SISTEMAS	SOFTWARE-GRUPO-V-SL	3593.7	12/01/16		
2015	COPIAS REALIZADAS A COLOR	UNIDAD DE MANTENIMIENTO ORGANIZATIVO	COREMOSA-ARAGON-SA	3593.7	20/01/16		
2015	REPUESTOS REFURBISHED CORE RED 6500	SERVICIO DE REDES Y SISTEMAS	EMILIO AZNAR ROCA	3593.7	19/01/16		
2015	Asistencia Técnica Especializada en SMT y SUSE MANAGER Factura Electrónica: 15067	SERVICIO DE REDES Y SISTEMAS	NEW MEDIA PROFESIONAL SERVICES	3593.7	21/12/15		
2015	Sº Apoyo Fotográfico- marzo	DIRECCIÓN DE COMUNICACIÓN Y PRENSA	DANIEL-ALBERTO MARCOS PINA	3593.7	28/04/15		
2015	ARREGLO CAMINOS:BARBOLES, PINSEQUE, BARBALLUR, VIEJO DE EPILA Y SOCIOS BOATOS.	UNIDAD DE GESTIÓN DE PATRIMONIO RÚSTICO	EXCAVACIONES-GRASA-SL	3591.28	11/01/16		
2015	ADQUISICION BOTAS PERSONAL MUNICIPAL	SECCION DE APOYO OPERATIVO	SEPI-PRODISER-SL	3591.04	21/01/16		
2015	J.V.JUSLIBOL APERTURA DE ZANJAS	DISTRITO RURAL COORDINADOR	ARIDOS-Y-EXC-CARMELO-LOBERA-SL	3590.07	08/06/15		
2015	Gestión PIEE Goya	SERVICIO DE JUVENTUD	PRIDES- COOPERATIVA	3588.7	05/06/15		
2015	Actualización herramienta sistema de videovigilancia en vía pública Factura Electrónica: 15012428	SERVICIO DE REDES Y SISTEMAS	INSTRUMENTACION-COMPONENTES-SA	3587.65	21/12/15		
2015	BASE DE DATOS DE ARANZADI VISION Y LICENCIA ARANZADI VISION	DIRECCIÓN DE ORGANIZACIÓN, EFICIENCIA Y RELACIONES CON LOS CIUDADANOS	EDITORIAL-ARANZADI-SA	3586.83	25/11/15		
2015	Actividad formativa PURE DATA -INVIERNO ABIERTO CREATIVO	SERVICIO DE CIUDAD INTELIGENTE	LIZALDE MOLINAS NESTOR .	3581.6	19/05/15		
2015	Producción videos exposición DOERS	SERVICIO DE CIUDAD INTELIGENTE	MARTA CORSINI PEREZ	3581.6	02/10/15		
2015	Mantenimiento comunicaciones sede Milla Digital	SERVICIO DE REDES Y SISTEMAS	GOTOR-COMUNICACIONES-SA	3581.43	25/03/15		
2015	Creación Documento Evaluación Ambiental Protección Plan Estepa Acción B-1 LIFE 12 ENV/ES/000567	DIRECCIÓN DE LA AGENCIA DE MEDIO AMBIENTEY SOSTENIBILIDAD	GARONA-ESTUDIOS-TERRITORIALES	3580.63	24/12/15		
2015	REPARACIÓN Y RETAPIZADOS DE SILLERIA	UNIDAD DE MANTENIMIENTO ORGANIZATIVO	EL-CORTE-INGLES-SA	3580.39	09/07/15		
2015	Renovación Hardware	SERVICIO DE REDES Y SISTEMAS	OMEGA-PERIPHERALS-SL	3578.21	17/12/15		
2015	MATERIALES PHILIPS LED BRIGADA DE INSTALACIONES	EQUIPAMIENTOS INSTALACIONES	JAB ARAGON DISTRIB. ACTIVA MULTISECTORIAL, S.L.	3572.98	21/12/15		
2015	Suministro y colocacion de barandilla en el Barrio de Juslibol	JUNTA VECINAL JUSLIBOL	ARIDOS-Y-EXC-CARMELO-LOBERA-SL	3571.63	04/01/16		
2015	SUMINISTROS DE ELECTRICIDAD	EQUIPAMIENTOS INSTALACIONES	ENDESA-ENERGIA-XXI-SL	3570.72	05/11/15		
2015	REPARACION LINEA ALIMENTACION ELECTRICA Z-40 CON RONDA HISPANIDAD	EQUIPAMIENTOS INSTALACIONES	IMESA	3570.71	22/06/15		
2015	ADQUISICION ANORAK CIES ZARAGOZA AZUL-ROJO	SECCION DE APOYO OPERATIVO	SAGRES-SL	3570.11	28/01/16		
2015	MONTAJE Y VARIOS CONCIERTO	S. SOCIALES COMUNITARIOS	EDUARDO PISA ESTAJE	3569.5	22/09/15		
2015	Desarrollo Shared Libs en Weblogic Factura Electrónica: 15668595	SERVICIO DE REDES Y SISTEMAS	INDRA-SISTEMAS-SA	3569.5	12/01/16		
2015	ACOPIO DE MATERIALES PARA EMPLEO DE MEJORA DE CAMINOS	DISTRITO RURAL COORDINADOR	EXCAVACIONES-GRASA-SL	3569.5	22/12/15		
2015	ORGANIZACION Y ARTISTA INVITADO III CONCURSO CANTE FLAMENCO	S. SOCIALES COMUNITARIOS	PRODUCCIONES-PANOJA-SL	3569.5	10/11/15		
2015	J.V. MOVERA TRABAJOS DE EMERGENCIA PARA ACCESOS EN ZONA ALBERCA	DISTRITO RURAL COORDINADOR	ARIDOS-Y-EXC-CARMELO-LOBERA-SL	3569.5	08/06/15		
2015	Factura Electrónica: 1672	SERVICIO DE REDES Y SISTEMAS	EUROFOR-CENTRO-DE-FORMACION-SL	3569.5	30/07/15		
2015	COMPRA ZAPATO TERMICO (37) POLICIA ZARAGOZA	SECCION DE APOYO OPERATIVO	EL-CORTE-INGLES-SA	3565.93	22/12/15		
2015	Instalación cámara web. Acción B10 Proyecto Life Zaragoza Natural LIFE 12 ENV/ES/000567	DIRECCIÓN DE LA AGENCIA DE MEDIO AMBIENTEY SOSTENIBILIDAD	ALBADA-INFORMATICA-SL	3563.45	08/02/16		
2015	ARREGLO CAMINOS: PERDIGONES, LAS BALSAS, TORRE MARTINEZ, ETC. EN LA HUERTA DE GARRAPINILLOS.	UNIDAD DE GESTIÓN DE PATRIMONIO RÚSTICO	EXCAVACIONES-GRASA-SL	3561.03	11/01/16		
2015	Asistencia técnica especializada en Novell Cluster y eDirectory	SERVICIO DE REDES Y SISTEMAS	NEW MEDIA PROFESIONAL SERVICES	3557.4	02/09/15		
2015	ASISTENCIA TECNICA ESPECIALIZADA	SERVICIO DE REDES Y SISTEMAS	EMILIO AZNAR ROCA	3557.4	29/12/15		
2015	Sº de Apoyo Fotográfico- septiembre 2015	DIRECCIÓN DE COMUNICACIÓN Y PRENSA	DANIEL-ALBERTO MARCOS PINA	3557.4	11/11/15		
2015	Sº Apoyo Fotográfico- jl 15	DIRECCIÓN DE COMUNICACIÓN Y PRENSA	DANIEL-ALBERTO MARCOS PINA	3557.4	16/09/15		
2015	Montaje exposición DOERS Fase II	SERVICIO DE CIUDAD INTELIGENTE	OFICINA-TECNICA-COTA-SL	3551.35	03/07/15		
2015	ARTICULOS PUBLICIDAD JUNTA	JUNTA MUNICIPAL CASABLANCA	GPO-GARRAMPA-SL	3549.99	07/01/16		
2015	PLANIFICACION Y DESARROLLO ACTIVIDADES CASCO HISTORICO	SERVICIO DE CENTROS CÍVICOS	PROARAG-2008-SL	3543.84	14/07/15		
2015	Reclamación pago factura imprevistos Checa, 76 Derr.Salvador	SER.INSPECCIÓN URBANÍSTICA	DERRIBOS-SALVADOR-SL	3542.45	30/09/15		
2015	ADQUISICIÓN DE DISCOS DUROS INTERNOS.	SERVICIO DE MODERNIZACION Y DESARROLLO ORGANIZATIVO	INSTRUMENTACION-COMPONENTES-SA	3540.7	07/09/15		
2015	REVISION Y REPARACION DE PUENTE GRUA DEL ALMACEN VALVULAS Y CERTIFICADO CUMPLIMIENTO NORMATIVA  PREVENCION.	SERVICIO DE CONSERVACION DE INFRAESTRUCTURAS	OVIDIO-RIN-SA	3540.46	20/07/15		
2015	FACTURA 1 - CONTRATO MENOR  ALQUILER  PLATAFORMAS ELEVADORASPARA LA BRIGADA CEMENTERIO	SER. ATENCIÓN AL CIUDADANO Y CEMENTERIO	CLEM ECOLOGIC S.L.	3525.94	18/05/15		
2015	INTEGRACIÓN DEL FORMATO 3.2.1 EN EL SISTEMA DE EMISIÓN Y ENVÍO DE FACTURAS DE WWW.ZARAGOZA.ES	SERVICIO DE REDES Y SISTEMAS	ARALINK	3521.1	04/06/15		
2015	Sº de Apoyo Fotográfico- jn 2015	DIRECCIÓN DE COMUNICACIÓN Y PRENSA	DANIEL-ALBERTO MARCOS PINA	3521.1	07/09/15		
2015	EJECUCIÓN PROYECTO GESTIÓN Y ANIMACIÓN DE LA CASA DE JUVENTUD DE MONZALBARBA-ENERO 2015	SERVICIO DE JUVENTUD	TRAZGO-SERVICIOS-SOCIALES-SL	3519.53	25/05/15		
2015	Montaje, instalación, conexionado y puesta en marcha UD de Puesto de Trabajo	SERVICIO DE REDES Y SISTEMAS	DALEX COMUNICACIONES Y ELECTRICIDAD,S.L.	3516.24	18/01/16		
2015	CONFECCION NUEVO VESTUARIO Y COMPLEMENTOS MUESTRA FIN DE CURSO - CONSERVATORIO MPAL. PROF. DANZA	SERVICIO DE EDUCACIÓN	CARLOS-JAVIER ARGUELLES MARCO	3515.99	26/11/15		
2015	TIERRA, ZAHORRA Y CANAON DE VERTIDO.	SERVICIO DE CONSERVACION DE INFRAESTRUCTURAS	ARIDOS-Y-EXC-CARMELO-LOBERA-SL	3512.93	19/05/15		
2015	CERT. Nº 36 ASISTENCIA TECNICA SEGURIDAD Y SALUD OBRAS DE CONSERVACION DE INF.	SERVICIO DE CONSERVACION DE INFRAESTRUCTURAS	PROINTEC-SA	3511.46	29/05/15		
2015	SUMINISTRO DE MATERIAL PARA LA RED DE AGUAS	SERVICIO DE CONSERVACION DE INFRAESTRUCTURAS	BAUTISTA-FIBROCEMENT-FUNDID-SA	3509.23	22/12/15		
2015	DIVERSOS TRABAJOS EXPOSICIÓN-LA BICICLETA EN ZARAGOZA-	DIRECCIÓN DE LA AGENCIA DE MEDIO AMBIENTEY SOSTENIBILIDAD	SHABBY GABINETE DE DISEÑO INTEGRAL	3509.0	23/09/15		
2015	ACONDICIONAMIENTO VALLADO PARQUE Nº 5 IBERCO	SERVICIO CONTRA INCENDIOS, DE SALVAMENTO Y PROTECCIÓN CIVIL	CONSTRUCC-IBERCO-SA	3509.0	17/12/15		
2015	GESTIÓN RRSS Y LANZAMIENTO SEMILLERO DE IDEAS, 25 TALENTOS Y COLABORADORA FEST	ZARAGOZA ACTIVA	GRUPO VAITON,-SC	3509.0	26/11/15		
2015	Organización jornadas proyectaMedia 2015 IV	SERVICIO DE CIUDAD INTELIGENTE	M-VICTORIA CALAVIA SOS	3509.0	23/12/15		
2015	VISITAS TEATRALIZADAS CASCO HCO MAYO Y JUNIO	S. SOCIALES COMUNITARIOS	LUIS-MARIANO LASHERAS BLASCO	3509.0	23/09/15		
2015	Bomba de elevación para reparaciones en instalaciones de bombeo de Las Flores	CICLO INTEGRAL DEL AGUA	CEMU-SA-LABORAL	3509.0	14/09/15		
2015	ORGANIZACIÓN EVENTO PREMIOS ZAC 5 AÑOS	ZARAGOZA ACTIVA	KUBO COMUNICACIÓN S.L.L	3509.0	04/06/15		
2015	ALQUILER DE STASN SEMANA TAURINA 2015 J. V. SAN JUAN DE MOZARRIFAR	JUNTA VECINAL SAN JUAN MOZARRIFAR	ANDALUZA DE EVENTOS	3509.0	02/07/15		
2015	ASISTENCIA TECNICA ZARAGOZA DIVERSA 2015	S. SOCIALES COMUNITARIOS	ESPECTACULOS MUSISER S.L.	3509.0	02/07/15		
2015	REALIZACIÓN VÍDEO 5 ANIVERSARIO ZARAGOZA ACTIVA	ZARAGOZA ACTIVA	BERNAL REDONDO IGNACIO .	3509.0	06/05/15		
2015	Recibos en Ventanilla modelo 4 DIN A4 Laser Factura Electrónica: 1355	SERVICIO DE REDES Y SISTEMAS	GERSA-INFORMATICA-SA	3506.58	16/12/15		
2015	Diversos equipos informáticos Factura Electrónica: 15012407	SERVICIO DE REDES Y SISTEMAS	INSTRUMENTACION-COMPONENTES-SA	3505.06	21/12/15		
2015	SUMINISTRO VARIOS ACCESORIOS INSTRUMENTOS DE MUSICA - CONSERVATORIO DE MUSICA	SERVICIO DE EDUCACIÓN	LUIS LASHERAS CERBUNA	3501.3	23/10/15		
2015	86.000 ETIQUETAS ROJAS DE NOTIFICACIÓN CON CÓDIGO DE BARRAS, POR TRIPLICADO.	SERVICIO DE MODERNIZACION Y DESARROLLO ORGANIZATIVO	VASCONIA-ARTES-GRAFICAS-SA	3500.0	27/04/15		
2015	ESPECTACULO MIGUEL ANGEL BERNA CICLO RITMOS Y DANZA ESTACION NORTE	SERVICIO DE CENTROS CÍVICOS	CENTRO-ARAGONES-DANZA-SLU	3500.0	26/04/16		
2015	ACTUACION COMPAÑIA MIGUEL ANGEL BERNA  22/11	SERVICIO DE CENTROS CÍVICOS	CENTRO-ARAGONES-DANZA-SLU	3500.0	19/01/16		
2015	ACTUACION COMPAÑIA M. BERNA C.C. GARRAPINILLOS	SERVICIO DE CENTROS CÍVICOS	CENTRO-ARAGONES-DANZA-SLU	3500.0	19/01/16		
2015	Servicios de Asesoría y Comunicación en redes sociales	UNIDAD GESTIÓN WEB MUNICIPAL	IDEOGRAMA	3500.0	03/02/16		
2015	ACTUACION COMPAÑIA MIGUEL ANGEL BERNA C.C. VALDEFIERRO	SERVICIO DE CENTROS CÍVICOS	CENTRO-ARAGONES-DANZA-SLU	3500.0	01/12/15		
2015	ACTUACION MIGUEL  ANGEL BERNA C.C. T. SANCHEZ PUNTER	SERVICIO DE CENTROS CÍVICOS	CENTRO-ARAGONES-DANZA-SLU	3500.0	26/11/15		
2015	TASA AFILIACIÓN	DIRECCIÓN DE LA AGENCIA DE MEDIO AMBIENTEY SOSTENIBILIDAD	ICLEI	3500.0	04/09/15		
2015	36.000 HOJAS MODELO 1-213, CON BANDAS ADHESIVAS EN PARTE POSTERIOR (TARJETAS ROSAS).	SERVICIO DE MODERNIZACION Y DESARROLLO ORGANIZATIVO	VASCONIA-ARTES-GRAFICAS-SA	3500.0	11/06/15		
2015	EJECUCION PROYECTO GESTION Y ANIMACION DE LA CASA DE JUVENTUD DE GARRAPINILLOS-AGOSTO 2015	SERVICIO DE JUVENTUD	TRAZGO-SERVICIOS-SOCIALES-SL	3499.77	29/12/15		
2015	REPARACIONES VEHICULOS BOMBEROS TALLERES EL PORTAZGO	SERVICIO CONTRA INCENDIOS, DE SALVAMENTO Y PROTECCIÓN CIVIL	TALLERES-EL-PORTAZGO-SC	3499.2	11/11/15		
2015	Ampliación Licencia DDO	SERVICIO DE REDES Y SISTEMAS	SISTEMAS INFORMÁTICOS ABIERTOS S.A. .	3496.9	11/06/15		
2015	Etiquetado semántico de datos medioambientales y de movilidad	UNIDAD GESTIÓN WEB MUNICIPAL	SERVIMASDE.SL	3496.9	12/01/16		
2015	ADOPCION DE MEDIDAS DE SEGURIDAD, SOCAVON ZONA VERDE EN LA  AVENIDA DE LAS ESTRELLAS.	SER.INSPECCIÓN URBANÍSTICA	CONTROL-7-SA	3496.9	10/09/15		
2015	orden de instalación en plaza La Seo	EQUIPAMIENTOS INSTALACIONES	THYSSENKRUPP-ELEVADORES-SL	3496.9	14/09/15		
2015	GESTION Y ANIMACION DE LA C.J. Y PIEE  PARQUE GOYA	SERVICIO DE JUVENTUD	PRIDES- COOPERATIVA	3493.64	21/04/16		
2015	Medicamentos Centro de Protección Animal	OFICINA DE PROTECCIÓN ANIMAL	YOLANDA-ESTERAS-SL	3488.61	25/11/15		
2015	Repuestos material informático Factura Electrónica: 15011391	SERVICIO DE REDES Y SISTEMAS	INSTRUMENTACION-COMPONENTES-SA	3487.22	10/09/15		
2015	GAS AGOSTO CAMPOS DE FUTBOL	EQUIPAMIENTOS INSTALACIONES	GAS-NATURAL-COMERCIALIZADORA-SA	3486.95	20/01/16		
2015	SOPORTE Y MANTENIMIENTO LICENCIA MULLENIUM 2015	DIRECCIÓN DE LA AGENCIA DE MEDIO AMBIENTEY SOSTENIBILIDAD	INNOVATIVE INTERFACES GLOBAL LTD. - -	3486.86	12/11/15		
2015	Repuestos tarjeta y Xenpak 10g de Cisco	SERVICIO DE REDES Y SISTEMAS	EMILIO AZNAR ROCA	3484.8	24/03/15		
2015	compra de mobiliario equipamiento zona coworking	SERVICIO DE CIUDAD INTELIGENTE	IKEA	3483.48	28/12/15		
2015	Licencias de sistema de gestión VCENTER	SERVICIO DE REDES Y SISTEMAS	DATEK-SISTEMAS-SL	3483.35	13/07/15		
2015	DIGITALIZACION ACTAS INSPECCION TRIBUTARIA CAJAS 1 A 41 DE AÑO 2012	SERVICIO DE INSPECCIÓN TRIBUTARIA	SERIKAT-CONSULT-E-INFORMA-SA	3482.55	03/08/15		
2015	J.V.JUSLIBOL TAPADO MANUAL DE ROTURA DE RIEGO	DISTRITO RURAL COORDINADOR	ARIDOS-Y-EXC-CARMELO-LOBERA-SL	3478.75	26/06/15		
2015	LIMPIEZA Y NIVELACIÓN PARCELA MUNICIPAL  198 POLIGONO 12.	UNIDAD DE GESTIÓN DE PATRIMONIO RÚSTICO	EXCAVACIONES-GRASA-SL	3478.75	19/01/16		
2015	Primera parte Contrato Menor de vídeos Voluntariado	SERVICIO DE JUVENTUD	MILHOUSE-PRODUCTIONS-SL	3478.75	31/08/15		
2015	COMPRA FAJAS ANTILUMBAGO Y COMPLENTOS VESTUARIO POLICIA	SECCION DE APOYO OPERATIVO	SEPI-PRODISER-SL	3472.94	13/01/16		
2015	Compra de 2 impresoras 3 D WITBOX	SERVICIO DE CIUDAD INTELIGENTE	ADVANCED PRODUCTION TOOLS, SA	3472.7	12/01/16		
2015	Análisis de control larvario del mejillón cebra en Planta Potabilizadora	CICLO INTEGRAL DEL AGUA	LOURDES DIEZ-ANTOÑANZAS GONZALEZ	3470.28	27/10/15		
2015	APARATOS DE SEÑALIZACION - BRIGADA ELECTRICIDAD	EQUIPAMIENTOS INSTALACIONES	SESMA-COMERCIAL-ILUMINACION-SA	3467.55	04/09/15		
2015	TARJETAS SOLIDARIAS ZARAGOZA REDISTRIBUYE OCTUBRE	S. SOCIALES COMUNITARIOS	SUPERMERCADOS PICABO SLU  (EROSKI)	3467.5	04/02/16		
2015	SUMINISTRO DE MATERIAL PARA LA RED DE AGUAS	SERVICIO DE CONSERVACION DE INFRAESTRUCTURAS	BAUTISTA-FIBROCEMENT-FUNDID-SA	3465.44	18/01/16		
2015	APORTE ZAHORRAS EN CAMINOS GARRAPINILLOS	UNIDAD DE GESTIÓN DE PATRIMONIO RÚSTICO	EXCAVACIONES-GRASA-SL	3463.02	11/01/16		
2015	Itinerarios educativos con escolares a las Huertas Zgz. Proy.LIFE Huertas Km.0 LIFE 12/ENV/ES/000919. Acción B-10	DIRECCIÓN DE LA AGENCIA DE MEDIO AMBIENTEY SOSTENIBILIDAD	NOMADAS EDUCACION Y GESTION AMBIENTAL S.C.	3461.74	15/01/16		
2015	TRANSFER LOGO, ESCUDO BOMBEROS Y POLICIA LOCAL	UNIDAD DE MANTENIMIENTO ORGANIZATIVO	SEPI-PRODISER-SL	3456.67	21/01/16		
2015	FUNDAS CORDURA PORTACARGADOR	SECCION DE APOYO OPERATIVO	SEGURIDAD-POLICIAL-SL	3455.76	07/01/16		
2015	Factura Electrónica: 6152004156	SERVICIO DE REDES Y SISTEMAS	INFORMATICA-EL-CORTE-INGLES-SA	3454.55	18/03/15		
2015	J.V. MONTAÑANA REPOSICION DE DIVERSOS APARATOS	DISTRITO RURAL COORDINADOR	BENITO URBAN, SLU.	3452.42	24/04/15		
2015	Factura Electrónica: 1960017263. MANTENIMIENTO CROMATOGRAFOS GASES Y LIQUIDOS	INSTITUTO MUNICIPAL DE SALUD PÚBLICA	AGILENT TECNOLOGIES SPAIN, S.L.	3450.17	04/06/15		
2015	DESARROLLO DE UN COMPONENTE CLIENTE JAVA PARA FACE E INTEGRACIÓN CON EL RCF	SERVICIO DE REDES Y SISTEMAS	ARALINK	3448.5	29/05/15		
2015	JUEGOS Y FICHAS MAGNÉTICAS Y REALIZACIÓN VIDEO  COMPLETAR EQUIPAMIENTO	SERVICIO DE CIUDAD INTELIGENTE	FUNK ART ZARAGOZA, SL	3448.5	18/06/15		
2015	Renumeración barrio Venta del Olivar	JUNTA VECINAL VENTA DEL OLIVAR	AGROLAINEZ-E-HIJOS-SL	3448.5	22/06/15		
2015	DINAMIZACIÓN NOCHE DE LOS TENDEROS: LA CIUDAD LATE, GUERRILLA BEAT, GRABACIÓN AUDIO	ZARAGOZA ACTIVA	SARA JULIAN HIJAZO	3448.5	14/05/15		
2015	LAMPARAS Y REACTANCIAS BRIGADA DE INSTALACIONES	EQUIPAMIENTOS INSTALACIONES	SESMA-COMERCIAL-ILUMINACION-SA	3438.92	24/07/15		
2015	J.V. MOVERA ALQUILER CARPA NOCHEVIEJA 2014	DISTRITO RURAL COORDINADOR	ARAGONESA-DE-CARPAS-SL	3436.4	24/03/15		
2015	RECOGIDA Y CARGA MANUAL NEUMATICOS EXTENDIDOS EN MONTES MUNICIPALES.	UNIDAD DE GESTIÓN DE PATRIMONIO RÚSTICO	EXCAVACIONES-GRASA-SL	3436.4	19/01/16		
2015	50 Baterías SHR 2000 mAh Li-ion	POLICIA LOCAL	ZENON DIGITAL RADIO S.L. .	3428.54	13/07/15		
2015	GASOLEO ENERO COLEG PREESCOLAR TENERIAS	EQUIPAMIENTOS INSTALACIONES	REPSOL-COMERCIAL-PTOS-PETRO-SA	3426.73	29/10/15		
2015	Sº de Apoyo Fotográfico- noviembre /15	DIRECCIÓN DE COMUNICACIÓN Y PRENSA	DANIEL-ALBERTO MARCOS PINA	3425.75	08/01/16		
2015	HERRAMIENTAS Y OTROS BRIGADA DE INSTALACIONES	EQUIPAMIENTOS INSTALACIONES	METALCO SA	3425.17	31/07/15		
2015	HOJAS INFORMATIVAS PROGRAMA DE TALLERES CC.MAYORES	OFICINA TECNICA DEL MAYOR	CALIDAD-GRAFICA-SL	3422.67	14/10/15		
2015	CERTIFICACION Nº DOS Y LIQUIDACION DEL DERRIBO DEL EDIFICIO SITO EN CARRETERA DE MADRID Nº 115	SER.INSPECCIÓN URBANÍSTICA	DERRIBOS-SALVADOR-SL	3420.23	09/09/15		
2015	SEIS ESPECTACULOS INFANTILES Y CLAUSURA VI ENCUENTRO MAGIA CASCO HCO	S. SOCIALES COMUNITARIOS	JAVIER RAMIREZ GARCIA	3419.46	27/10/15		
2015	ARREGLO Y CONSOLIDACIÓN CAMINO COLECTOR LA CARTUJA BAJA.	UNIDAD DE GESTIÓN DE PATRIMONIO RÚSTICO	EXCAVACIONES-GRASA-SL	3417.77	01/12/15		
2015	INTERVENCION ARTISTICA ACTIVIDAD PICH	S. SOCIALES COMUNITARIOS	DEMODO-GRAFICO-SLL	3416.04	11/06/15		
2015	ADJ.CTL PANIPORTA MONTAÑANA SEPTIEMBRE	CMSS RURALES	EULEN-SA	3402.54	13/11/15		
2015	EXHIBICION CINEMATOGRAFICA  VARIOS CC.MAYORES	OFICINA TECNICA DEL MAYOR	TALIA-LUMIER-SL	3388.0	18/05/15		
2015	CONEXION DE TUBERIA DE VERTIDO Y ARQUETA CON TUBERIA PCV IBERCO	SERVICIO CONTRA INCENDIOS, DE SALVAMENTO Y PROTECCIÓN CIVIL	CONSTRUCC-IBERCO-SA	3388.0	19/10/15		
2015	Alquileres de equipos de sonido, sillas, escenarios, etc. para varias actividades en el barrio	JUNTA MUNICIPAL CASCO HISTÓRICO	LAZARO-INTERIORISMO-SL	3388.0	13/07/15		
