centro	actividad	quien	importe	date
SERVICIO DE JUVENTUD	SERV. ANIMACIÓN Y GESTIÓN LOTE 18 CASA DE JUVENTUD LA CARTUJA BAJA.  MARZO 2016	ASOC-VECINOS-J-ZAPORTA	6087.3	04/05/16
EQUIPAMIENTOS INSTALACIONES	REPARACIONES JULIO 2016 CUARTEL CENTRAL POLICIA LOCAL	IMESA	6079.6	30/12/16
CMSS LAS FUENTES	EJECUCION PROYECTO EDUCATIVO DE LUDOTECA ESCONDECUCAS-SEPTIEMBRE 2016	TRAZGO-SERVICIOS-SOCIALES-SL	6071.11	16/11/16
SERVICIO DE IGUALDAD	CURSO TÉCNICA AUXILIAR MECÀNICA BICICLETAS. LOTE 6- OFERTA SEPTIEMBRE	CALA Y PEDAL, S.COOP.	6050	30/01/17
CMSS SAN JOSÉ	RO EDUCACION CALLE SAN JOSE AGOSTO	PRIDES- COOPERATIVA	6044.89	08/11/16
CMSS LAS FUENTES	RO EDUCACION CALLE LAS FUENTES AGOSTO	PRIDES- COOPERATIVA	6044.38	08/11/16
CMSS DELICIAS	RO EDUCACION CALLE AGOSTO	PRIDES- COOPERATIVA	6041.99	08/11/16
SERVICIO DE JUVENTUD	SERV. ANIMACIÓN Y GESTIÓN CASA DE JUVENTUD Y PIEE LOTE 17 CASETAS  JULIO 2016	SERVISAR-SERVICIOS-SOCIALES-SL	6041.54	17/10/16
CMSS ARRABAL	RO EDUCACION CALLE EL RABAL AGOSTO	PRIDES- COOPERATIVA	6040.99	08/11/16
S. SOCIALES COMUNITARIOS	TARJETAS SOLIDARIAS REDISTRIBUYE ABRIL	SUPERMERCADOS PICABO SLU  (EROSKI)	6032.5	04/07/16
S. SOCIALES COMUNITARIOS	TARJETAS SOLIDARIAS REDISTRIBUYE MAYO	SUPERMERCADOS PICABO SLU  (EROSKI)	6032.5	16/08/16
SERVICIO DE JUVENTUD	EJECUCION PROYECTO GESTION Y ANIMACION DE LA CASA DE JUVENTUD DE GARRAPINILLOS-JUNIO 2016	TRAZGO-SERVICIOS-SOCIALES-SL	6020.36	05/10/16
DIRECCIÓN DE ARQUITECTURA	CERTIFICACION 2 SEGURIDAD Y SALUD MAYO-OCTUBRE	INIZIA-INGEN-PREV-MEDIOAMBIEN-SL	6016.51	16/11/16
OFICINA DE PROTECCIÓN ANIMAL	Realización de 157 esterilizaciones quirúrgicas de gatos de Colonias del Proyecto Municipal C.E.S. (Tercer Pago Contrato Menor Nº 82532).	DAVID CEA BERNE	6014.7	11/01/17
CMSS SAN JOSÉ	RO EDUCACION CALLE SAN JOSE ENERO	PRIDES- COOPERATIVA	6014.69	04/05/16
CMSS LAS FUENTES	EJECUCION PROYECTO EDUCATIVO DE LUDOTECA ESCONDECUCAS-DICIEMBRE 2016	TRAZGO-SERVICIOS-SOCIALES-SL	6013.77	30/01/17
CMSS DELICIAS	CENTRO DE TIEMPO LIBRE EL CUCO - ZONA DELICIAS - MES DE SEPTIEMBRE 2016. FACTURA EXENTA DE I.V.A. ART. 20 UNO. 8º DE LA LEY 37/1992.	ADUNARE-FUNDACION-SC	6007.02	04/11/16
CMSS ACTUR	PRESTACION DEL SERVICIO C.M.T.L. OS MESACHES SEPTIEMBRE 2016	ASOC-OS-MESACHES-DE-ZARAGOZA	6006.84	16/11/16
DIRECCIÓN DE LA AGENCIA DE MEDIO AMBIENTEY SOSTENIBILIDAD	PARTICIPACIÓN DEL AYUNTAMIENTO DE ZARAGOZA EN CONGRESO NACIONAL DEL MEDIO AMBIENTE CONAMA 2016	FUNDACION CONAMA	6000	30/01/17
CMSS DELICIAS	RO EDUCACION CALLE DELICIAS OCTUBRE	PRIDES- COOPERATIVA	5992.95	17/01/17
CMSS SAN JOSÉ	RO EDUCACIONCALLE SAN JOSE JUNIO	PRIDES- COOPERATIVA	5989.53	05/10/16
OFICINA DE PROTECCIÓN ANIMAL	Realización de 157 esterilizaciones quirúrgicas de gatos de las Colonias del Proyecto Municipal C.E.S. (Segundo Pago Contrato Menor 82532).	DAVID CEA BERNE	5984.69	11/01/17
CMSS ARRABAL	RO EDUCACION CALLE EL RABAL JUNIO	PRIDES- COOPERATIVA	5983.08	05/10/16
SERVICIO CONTRA INCENDIOS, DE SALVAMENTO Y PROTECCIÓN CIVIL	CURSO BUCEO PROFESIONAL CALPE DIVERS	CALPE DIVERS S.L.	5982	30/09/16
SER.INFORMACIÓN GEOGRÁFICA	MANTENIMIENTO SELECT Y RENOVACIÓN DE LICENCIAS PARA LOS PRODUCTOS DE BENTLEY  INSTALADOS EN EL SERVICO DE INFORMACIÓN GEOGRÁFICA DE LA GERENCIA MPAL. DE URBANISMO Factura Electrónica: 47751556.	BENTLEY SYSTEMS INTERNATIONAL LIMITED BSIL	5975.36	26/07/16
CMSS LAS FUENTES	RO EDUCACION CALLE LAS FUENTES JUNIO	PRIDES- COOPERATIVA	5966.22	05/10/16
SERVICIO CONTRA INCENDIOS, DE SALVAMENTO Y PROTECCIÓN CIVIL	BASCULANTES ESTABILIZADORES AXATON	AXATON, S.L.	5963.36	20/01/17
CMSS TORRERO	EJECUCION PROGRAMA EDUCACION DE CALLE-TORRERO JUNIO 2016	TRAZGO-SERVICIOS-SOCIALES-SL	5958.83	12/08/16
SERVICIO DE TALLERES Y BRIGADAS DE ARQUITECTURA	JULIO 2016.ADQUIS.CARBURANTES Y LUBRIC.VEHÍCULOS.Factura Electrónica	SOLRED-SA	5957.99	07/09/16
CMSS ARRABAL	RO LUDOTECA BOLINCHE JULIO	PRIDES- COOPERATIVA	5956.4	08/11/16
DISTRITO RURAL COORDINADOR	PIMED 2016 DPZ TRABAJOS FORMACIÓN SOLERA E INSTALACIÓN ELÉCTRICA EN J. V. LA CARTUJA	CONSTRUCC-CALVO-MARIN-SL	5953.99	27/12/16
DIR. DE SERVICIOS DE INFORMACIÓN Y ORGANIZACIÓN	HARDWARE del contrato menor 80879: servicio de desarrollo, evolución del proceso y equipos del sistema inteligente de gestión de espera de clientes en el SIAC en la Gerencia de Urbanismo.	TECN-Y-PRODUC-GRAFICOS-SA	5951.99	11/01/17
CMSS CENTRO	RO CTL EL CHIFLO JULIO	PRIDES- COOPERATIVA	5950.26	08/11/16
CMSS ARRABAL	RO LUDOTECA BOLINCHE ARRABAL MAYO	PRIDES- COOPERATIVA	5950.2	12/08/16
SERVICIO DE JUVENTUD	GESTION Y ANIMACION DE LA C.J. Y PIEE LOTE 6 ARRABAL JULIO 2016	PRIDES- COOPERATIVA	5944.91	18/10/16
CMSS TORRERO	EJECUCION PROGRAMA EDUCACION DE CALLE-TORRERO AGOSTO 2016	TRAZGO-SERVICIOS-SOCIALES-SL	5940.51	08/11/16
CMSS SAN JOSÉ	EDUCACION CALLE SAN JOSE SEPTIEMBRE	PRIDES- COOPERATIVA	5933.48	30/12/16
CMSS DELICIAS	RO EDUCACION CALLE DELICIAS MAYO	PRIDES- COOPERATIVA	5933.07	12/08/16
CMSS ACTUR	CMTL SIN MUGAS SEPTIEMBRE EXENCION IVA EN VIRTUD DEL ART.20.1.12 DE LA LEY 37/1992 DE 28 DE DICIEMBRE	FUNDACION PRIVADA MARIA AUXILIADORA	5932.68	30/01/17
CMSS ARRABAL	RO EDUCACION CALLE EL RABAL ABRIL	PRIDES- COOPERATIVA	5931.06	13/07/16
SERVICIO CONTRA INCENDIOS, DE SALVAMENTO Y PROTECCIÓN CIVIL	20 EQUIPOS DE COMUNICACIONES     GEOTRONICS S.L.	GEOTRONICS S.L.	5929	31/01/17
CMSS ARRABAL	RO EDUC.CALLE EL RABAL FEBRERO	PRIDES- COOPERATIVA	5928.57	07/06/16
CMSS DELICIAS	RO EDUCACION CALLE DELICIAS MARZO	PRIDES- COOPERATIVA	5928.33	07/06/16
CMSS LAS FUENTES	RO EDUCACIOJN CALLE LAS FUENTES ABRIL	PRIDES- COOPERATIVA	5926.97	13/07/16
CMSS TORRERO	EJECUCION PROGRAMA EDUCACION DE CALLE-TORRERO ABRIL 2016	TRAZGO-SERVICIOS-SOCIALES-SL	5925.72	13/07/16
CMSS TORRERO	GESTION PROGRAMA EDUCACION DE CALLE-TORRERO ENERO 2016	TRAZGO-SERVICIOS-SOCIALES-SL	5922.17	21/04/16
CMSS SAN JOSÉ	RO EDUCACION CALLE SAN JOSE ABRIL	PRIDES- COOPERATIVA	5921.63	13/07/16
CMSS TORRERO	EJECUCION PROGRAMA EDUCACION DE CALLE-TORRERO SEPTIEMBRE 2016	TRAZGO-SERVICIOS-SOCIALES-SL	5912.63	23/12/16
CMSS LAS FUENTES	RO EDUCACION CALLE  LAS FUENTES OCTUBRE	PRIDES- COOPERATIVA	5908.12	17/01/17
SERVICIO TÉCNICO DE INFRAESTRUCTURAS	TRABAJOS REALIZADOS EN OCTUBRE 2015, REPARACION AVERIA EN I.E. ENTERRADA DEL A.P. EN ZONA DE FERIAS DE VALDESPARTERA, CAUSADA EN FIESTAS DEL PILAR 2014 POR EL MONTAJE DE CARPA DE LA CERVEZA, AL CLAVAR LAS PICAS DE SUJECION DE SU ESTRUCTURA METALICA.	UTE ALUMBRADO ZARAGOZA	5901.58	12/05/16
SERVICIO DE REDES Y SISTEMAS	MANTENIMIENTO Y GESTION DE TERMINALES TETRA Y COMUNICACIONES MOVILES DE LOS SERVICIOS DE EMERGENCIA 25 DE MAYO A 30 DE JUNIO DE 2016	J-GUALLAR-ELECTRONICA-Y-COMUNICA	5898.52	25/07/16
EQUIPAMIENTOS INSTALACIONES	SUMINISTRO GAS PROPANO CENTRO ENTRENAMIENTO PARQUE DE BOMBEROS 5	REPSOL-BUTANO-SA	5897.56	12/08/16
DIRECCIÓN DE COMUNICACIÓN Y PRENSA	Sº de Creatividad - nº 22	DILUVIA-SLL	5892.7	07/04/16
CMSS LAS FUENTES	EJECUCION PROYECTO EDUCATIVO DE LUDOTECA ESCONDECUCAS-AGOSTO 2016	TRAZGO-SERVICIOS-SOCIALES-SL	5891.07	30/09/16
CMSS LAS FUENTES	EDUC.CALLE LAS FUENTES FEBRERO	PRIDES- COOPERATIVA	5890.19	07/06/16
CMSS DELICIAS	RO EDUCACION CALLE DELICIAS ENERO	PRIDES- COOPERATIVA	5885.51	04/05/16
CMSS TORRERO	EJECUCION PROGRAMA EDUCACION DE CALLE-TORRERO NOVIEMBRE 2016	TRAZGO-SERVICIOS-SOCIALES-SL	5878.54	17/01/17
CMSS DELICIAS	RO EDUCACION CALLE DELICIAS NOVIEMBRE	PRIDES- COOPERATIVA	5878.49	17/01/17
CMSS LAS FUENTES	RO EDUCACION CALLE LAS FUENTES NOVIEMBRE	PRIDES- COOPERATIVA	5878.13	17/01/17
CMSS ARRABAL	RO EDUCACION CALLE EL RABAL NOVIEMBRE	PRIDES- COOPERATIVA	5877.72	17/01/17
CMSS DELICIAS	RO EDUCACION CALLE DELICIAS DICIEMBRE	PRIDES- COOPERATIVA	5876.7	04/05/16
CMSS SAN JOSÉ	RO EDUCACION CALLE SAN JOSE NOVIEMBRE	PRIDES- COOPERATIVA	5876.43	17/01/17
CMSS DELICIAS	RO EDUC.CALLE DELICIAS FEBRERO	PRIDES- COOPERATIVA	5869.39	07/06/16
SERVICIO DE JUVENTUD	SERVICIO DE ANIMACION Y GESTION  LOTE 11 DE LA CASA DE JUVENTUD SAN JOSE. JULIO2.016.	PRIDES- COOPERATIVA	5868.63	30/08/16
CMSS LAS FUENTES	RO EDUCACION CALLE LAS FUENTES ENERO	PRIDES- COOPERATIVA	5865.3	04/05/16
CMSS LAS FUENTES	RO EDUCACION CALLE LAS FUENTES SEPTIEMBRE	PRIDES- COOPERATIVA	5848.02	30/12/16
SERVICIO TÉCNICO DE INFRAESTRUCTURAS	RETRANQUEO PARTICULAR EN VÍA IBÉRICA 33 Nº EXPTE 0274816/2014	IMESA	5845.28	17/08/16
CMSS TORRERO	EJECUCION PROGRAMA EDUCACION DE CALLE-TORRERO OCTUBRE 2016	TRAZGO-SERVICIOS-SOCIALES-SL	5844.54	17/01/17
CMSS TORRERO	GESTION PROGRAMA EDUCACION DE CALLE-TORRERO FEBRERO 2016	TRAZGO-SERVICIOS-SOCIALES-SL	5834.61	21/04/16
CMSS ACTUR	PRESTACION DEL SERVICIO C.M.T.L. OS MESACHES FEBRERO 2016	ASOC-OS-MESACHES-DE-ZARAGOZA	5833.31	05/04/16
CMSS SAN JOSÉ	RO EDUCACION CALLE SAN JOSE MARZO	PRIDES- COOPERATIVA	5832.6	07/06/16
CMSS ARRABAL	RO EDUCACION CALLE EL RABAL SEPTIEMBRE	PRIDES- COOPERATIVA	5832.04	30/12/16
SERVICIO DE JUVENTUD	PROYECTO INTEGRACION DE ESPACIOS ESCOLARES EN CENTROS DE EDUCACIONE ESPECIAL, CURSO 2016-2016, MES JUNIO 2016	KAIROS SDAD COOP DE INICIATIVA S	5829.81	05/10/16
CMSS LAS FUENTES	RO EDUCACION CALLE LAS FUENTES MARZO	PRIDES- COOPERATIVA	5829.63	07/06/16
CMSS DELICIAS	RO EDUCACION CALLE DELICIAS ABRIL	PRIDES- COOPERATIVA	5828.77	13/07/16
CMSS ARRABAL	RO EDUCACION CALLE EL RABAL OCTUBRE	PRIDES- COOPERATIVA	5828.66	17/01/17
CMSS TORRERO	EJECUCION PROGRAMA EDUCACION DE CALLE-TORRERO MARZO 2016	TRAZGO-SERVICIOS-SOCIALES-SL	5828.38	10/06/16
SERVICIO DE JUVENTUD	SER. ANIMACIÓN Y GESTIÓN LOTE 18 CARTUJA BAJA. MAYO-2016	ASOC-VECINOS-J-ZAPORTA	5827.18	24/06/16
SERVICIO TÉCNICO DE INFRAESTRUCTURAS	TRABAJOS DE SUSTITUCION DE COLUMNAS DE ALUMBRADO PUBLICO EN PARQUE TORRE RAMONA (CODIGOS PUNTOS DE LUZ Z1-108-142-149-151-152-180-199 200 Y 201), CORRESPONDIENTES AL RETRANQUEO MUNICIPAL 2015/00626 DE FECHA 23/03/15.	IMESA	5824.41	17/08/16
CMSS ARRABAL	RO EDUCACION CALLE EL RABAL ENERO	PRIDES- COOPERATIVA	5823.91	04/05/16
CMSS DELICIAS	RO EDUCACION CALLE DELICIAS JUNIO	PRIDES- COOPERATIVA	5821.37	05/10/16
CMSS ARRABAL	RO EDUCACION CALLE EL RABAL MARZO	PRIDES- COOPERATIVA	5820.83	07/06/16
CMSS SAN JOSÉ	RO EDUCACION CALLE SAN JOSE OCTUBRE	PRIDES- COOPERATIVA	5819.34	17/01/17
CMSS TORRERO	EJECUCION PROGRAMA EDUCACION DE CALLE-TORRERO JULIO 2016	TRAZGO-SERVICIOS-SOCIALES-SL	5809.34	05/10/16
CMSS OLIVER-VALDEFIERRO-MIRALBUENO	PROGRAMA DE EDUCACION DE CALLE OLIVER. DESARROLLO DE ACTIVIDAD DEL MES DE OCTUBRE 2016.	ADUNARE-FUNDACION-SC	5803.96	17/01/17
SERVICIO DE JUVENTUD	SERV. ANIMACIÓN Y GESTIÓN CASA DE JUVENTUD Y PIEE LOTE 7 LA JOTA. AGOSTO 2016	PRIDES- COOPERATIVA	5796.44	08/11/16
S. SOCIALES COMUNITARIOS	TARJETAS SOLIDARIAS REDISTRIBUYE	SUPERMERCADOS PICABO SLU  (EROSKI)	5795	29/12/16
S. SOCIALES COMUNITARIOS	RO SEGURIDAD CASA MORLANES JUNIO	SECURITAS-SEGURIDAD-ESPAÑA-SA	5792.45	20/10/16
S. SOCIALES COMUNITARIOS	RO SEGURIDAD CASA MORLANES SEPTIEMBRE	SECURITAS-SEGURIDAD-ESPAÑA-SA	5792.45	23/12/16
S. SOCIALES COMUNITARIOS	RO SEGURIDAD CASA MORLANES AGOSTO	SECURITAS-SEGURIDAD-ESPAÑA-SA	5792.45	23/11/16
CMSS LAS FUENTES	RO EDUCACION CALLE LAS FUENTES MAYO	PRIDES- COOPERATIVA	5790.86	12/08/16
SERVICIO DE JUVENTUD	PROYECTO CASA DE JUVENTUD LAS FUENTES  EN AGOSTO 2016. ACTIVIDAD EXENTA DE I.V.A. SEGUN ARTICULO 20.3 DE LA LEY 37/1992, CONCESION DE FECHA 13 DE DICIEMBRE DE 1996	FUNDACION-EL-TRANVIA	5789.91	08/11/16
CMSS TORRERO	EJECUCION PROGRAMA EDUCACION DE CALLE-TORRERO MAYO 2016	TRAZGO-SERVICIOS-SOCIALES-SL	5786.1	12/08/16
CMSS OLIVER-VALDEFIERRO-MIRALBUENO	PROGRAMA DE EDUCACION DE CALLE OLIVER. DESARROLLO DE ACTIVIDAD MES DE AGOSTO.	ADUNARE-FUNDACION-SC	5785.87	08/11/16
SERVICIO DE JUVENTUD	SERV. ANIMACIÓN Y GESTIÓN CASA DE JUVENTUD Y PIEE LOTE 4 VALDEFIERRO. AGOSTO 2016	SERVISAR-SERVICIOS-SOCIALES-SL	5784.92	09/11/16
CMSS LA JOTA	REALIZACION DE PROYECTO EDUCATIVO DE TIEMPO LIBRE PARA INFANCIA DEL BARRIO JESUS, DESDE ATL ZASCANDIL.	ASOC-ZASCANDIL	5783.25	08/07/16
EQUIPAMIENTOS INSTALACIONES	SUMINISTROS GAS	GAS-NATURAL-COMERCIALIZADORA-SA	5779.2	08/04/16
CMSS LA JOTA	REALIZACION DE PROYECTO EDUCATIVO DE TIEMPO LIBRE PARA INFANCIA DEL BARRIO JESUS, DESDE ATL ZASCANDIL.	ASOC-ZASCANDIL	5773.99	11/01/17
UNIDAD DE MANTENIMIENTO ORGANIZATIVO	SUMINISTRO PAPEL FOTOCOPIADORA	EL-CORTE-INGLES-SA	5771.7	26/04/16
CMSS ARRABAL	RO EDUCACION CALLE EL RABAL MAYO	PRIDES- COOPERATIVA	5768.74	12/08/16
DEPARTAMENTO DE HACIENDA Y ECONOMIA	GASTOS RECAUDACIÓN T.P.V. OCTUBRE	SANTANDER-ELAVON-MERC-SERV-SL	5768.3	15/12/16
CMSS ACTUR	CMTL SIN MUGASEXENTO DE IVA EN VIRTUD DEL ARTICULO 20.1.12 DE LA LEY 37/1992 DE 28 DE DICIEMBRE	ASOC-MANCALA-PARA-LA-INSERCION-S	5765.27	27/07/16
CMSS SAN JOSÉ	RO EDUCACION CALLE SAN JOSE MAYO	PRIDES- COOPERATIVA	5763.3	12/08/16
CMSS DELICIAS	RO EDUCACION CALLE DELICIAS SEPTIEMBRE	PRIDES- COOPERATIVA	5761.78	30/12/16
CMSS LAS FUENTES	EJECUCION PROYECTO EDUCATIVO DE LUDOTECA ESCONDECUCAS-OCTUBRE 2016	TRAZGO-SERVICIOS-SOCIALES-SL	5746.15	12/01/17
SERVICIO DE TALLERES Y BRIGADAS DE ARQUITECTURA	AGOSTO 2016.ADQUIS.CARBURANTES Y LUBRIC. VEHÍCULOS.Factura Electrónica	SOLRED-SA	5741.28	30/09/16
CMSS SAN JOSÉ	RO EDUCACION CALLE SAN JOSE FEBRERO	PRIDES- COOPERATIVA	5739.87	07/06/16
DIRECCIÓN DE ARQUITECTURA	CERTIFICACION 3 SEGURIDADY SALUD NOVIEMBRE-DICIEMBRE	INIZIA-INGEN-PREV-MEDIOAMBIEN-SL	5735.73	11/01/17
SERVICIO DE IGUALDAD	SERVICIOS REALIZADOS EN LA CASA DE LA MUJER DEL 1 AL 31 DE OCTUBRE	ALBADA-SCL	5729.75	23/12/16
CMSS ACTUR	CMTL SIN MUGAS NOVIEMBRE EXENCION IVA EN VIRTUD DEL ART.20.1 DE LA LEY 37/1992 DE 28 DE DICIEMBRE	FUNDACION PRIVADA MARIA AUXILIADORA	5728.25	30/12/16
SERVICIO DE IGUALDAD	SERVICIOS REALIZADOS EN LA CASA DE LA MUJER DEL 1 AL 30 DE NOVIEMBRE	ALBADA-SCL	5714.1	10/01/17
CMSS LAS FUENTES	RO EDUCACION CALLE LAS FUENTES JULIO	PRIDES- COOPERATIVA	5710.58	05/10/16
CMSS SAN JOSÉ	RO EDUCACION CALLE SAN JOSE JULIO	PRIDES- COOPERATIVA	5710.58	05/10/16
CMSS ARRABAL	RO EDUCACION CALLE EL RABAL JULIO	PRIDES- COOPERATIVA	5710.58	05/10/16
CMSS DELICIAS	RO EDUCACION CALLE DELICIAS JULIO	PRIDES- COOPERATIVA	5710.58	05/10/16
CMSS RURALES	GESTION CENTRO MUNICIPAL DE TIEMPO LIBRE LA CIGUE/A MES OCTUBRE	ASOC-EDUCATIVA-TIEMPO-LIBRE-CIGU	5709.08	30/12/16
OFICINA TECNICA DEL MAYOR	EQUIPAMIENTO OFFICE CC.SAN JOSE	EL-CORTE-INGLES-SA	5708.22	27/12/16
OFICINA DE PROTECCIÓN ANIMAL	Realización de 150 Esterilizaciones quirúrgicas de gatos de Colonias del Proyecto Mnpal. C.E.S. (Tercer y Último Pago Contrato Menor Nº 82532)	DAVID CEA BERNE	5699.7	03/02/17
CMSS OLIVER-VALDEFIERRO-MIRALBUENO	PROGRAMA DE EDUCACION DE CALLE DE VALDEFIERRO. DESARROLLO DE ACTIVIDAD DE MES DE AGOSTO.	ADUNARE-FUNDACION-SC	5693.99	08/11/16
CMSS ACTUR	PRESTACION DEL SERVICIO ABRIL CENTRO MUNICIPAL TIEMPO LIBRE OS MESACHES	ASOC-OS-MESACHES-DE-ZARAGOZA	5685.63	13/06/16
SERVICIO DE JUVENTUD	SERV. ANIMACIÓN Y GESTIÓN CASA DE JUVENTUD Y PIEE LOTE 23 SAN GREGORIO. MAYO-16	PRIDES- COOPERATIVA	5672.78	23/06/16
SERVICIO DE CONSERVACION DE INFRAESTRUCTURAS	ARREGLO CAMINO DEL SOTILLO.	ARIDOS-Y-EXC-CARMELO-LOBERA-SL	5667.04	12/08/16
SERVICIO DE JUVENTUD	SERV. ANIMACIÓN Y GESTIÓN CASA DE JUVENTUD LA CARTUJA BAJA. ENERO	ASOC-VECINOS-J-ZAPORTA	5664.19	05/04/16
SERVICIO TÉCNICO DE INFRAESTRUCTURAS	TRABAJOS DE ADECUACION DE ALUMBRADO PUBLICO DEL CENTRO DE MANDO Z1-199 EN CAMINO LOS MUROS DEL BARRIO DE LA CARTUJA, CORRESPONDIENTES AL RETRANQUEO MUNICIPAL 2015/00611 DE FECHA 20/03/15.	IMESA	5660.72	17/08/16
CMSS OLIVER-VALDEFIERRO-MIRALBUENO	PROGRAMA DE EDUCACION DE CALLE OLIVER. DESARROLLO DE LA ACTIVIDAD MES DE DICIEMBRE.	ADUNARE-FUNDACION-SC	5657.95	21/04/16
CMSS OLIVER-VALDEFIERRO-MIRALBUENO	PROGRAMA DE EDUCACION DE CALLE OLIVER. DESARROLLO DE ACTIVIDAD MES DE FEBRERO.	ADUNARE-FUNDACION-SC	5657.95	10/06/16
CMSS OLIVER-VALDEFIERRO-MIRALBUENO	PROGRAMA DE EDUCACION DE CALLE OLIVER. DESARROLLO DE ACTIVIDAD MES DE MARZO.	ADUNARE-FUNDACION-SC	5657.95	10/06/16
CMSS OLIVER-VALDEFIERRO-MIRALBUENO	PROGRAMA DE EDUCACION DE CALLE OLIVER. MES DE ABRIL 2016.	ADUNARE-FUNDACION-SC	5657.81	13/07/16
CMSS OLIVER-VALDEFIERRO-MIRALBUENO	PROGRAMA DE EDUCACION DE CALLE OLIVER. DESARROLLO DE ACTIVIDAD MES DE MAYO.	ADUNARE-FUNDACION-SC	5656.88	12/08/16
CMSS OLIVER-VALDEFIERRO-MIRALBUENO	PROGRAMA DE EDUCACION DE CALLE OLIVER. DESARROLLO DE ACTIVIDAD MES DE JUNIO.	ADUNARE-FUNDACION-SC	5649.07	05/10/16
SERVICIO DE REDES Y SISTEMAS	TRABAJOS DE REPARACION Y MANTENIMIENTO DE FO , T1 , 2016	SIGMA NETWORK S.L .	5644.65	26/05/16
CMSS OLIVER-VALDEFIERRO-MIRALBUENO	PROGRAMA DE EDUCACION DE CALLE OLIVER. DESARROLLO DE LA ACTIVIDAD MES DE ENERO.	ADUNARE-FUNDACION-SC	5643	21/04/16
CASA DE AMPARO	SERVICIO DE TERAPIA OCUPACIONAL CASA AMPARO	EULEN-SERV-SOCIOSANITARIOS-SA	5640.32	18/01/17
CASA DE AMPARO	SERVICIO DE TERAPIA OCUPACIONAL CASA AMPARO	EULEN-SERV-SOCIOSANITARIOS-SA	5640.32	08/11/16
CASA DE AMPARO	TERAPIA OCUPACIONAL CASA AMPARO	EULEN-SERV-SOCIOSANITARIOS-SA	5640.32	12/08/16
CASA DE AMPARO	SERVICIO DE TERAPIA OCUPACIONAL	EULEN-SERV-SOCIOSANITARIOS-SA	5640.32	15/07/16
CASA DE AMPARO	SERVICIO DE TERAPIA OCUPACIONAL CASA AMPARO	EULEN-SERV-SOCIOSANITARIOS-SA	5640.32	10/06/16
CMSS OLIVER-VALDEFIERRO-MIRALBUENO	PROGRAMA DE EDUCACION DE CALLE DE VALDEFIERRO. DESARROLLO DE ACTIVIDAD DEL MES DE OCTUBRE 2016.	ADUNARE-FUNDACION-SC	5625.53	17/01/17
CASA DE AMPARO	GESTION SERVICIO DE FISIOTERAPIA	REHAVITAL-S-TERAPIA-OCUPACI-SL	5624.18	17/01/17
CASA DE AMPARO	GESTION SERVICIO DE FISIOTERAPIA	REHAVITAL-S-TERAPIA-OCUPACI-SL	5624.18	08/11/16
CASA DE AMPARO	GESTION SERVICIO DE FISIOTERAPIA	REHAVITAL-S-TERAPIA-OCUPACI-SL	5624.18	12/08/16
CASA DE AMPARO	GESTION SERVICIO FISIOTERAPIA	REHAVITAL-S-TERAPIA-OCUPACI-SL	5624.18	13/07/16
CASA DE AMPARO	GESTION SERVICIO FISIOTERAPIA	REHAVITAL-S-TERAPIA-OCUPACI-SL	5624.18	10/06/16
CASA DE AMPARO	GESTION SERVICIO FISIOTERAPIA	REHAVITAL-S-TERAPIA-OCUPACI-SL	5624.18	10/06/16
SERVICIO DE MOVILIDAD URBANA	CERTIFICACIÓN 1/2016 (DESDE 19-4-16 AL 3 -5-16). CONTRATO CORRECCIÓN, MEJORA Y MANTENIMIENTO DE LA RED CICLISTA DE LA CIUDAD DE ZARAGOZA.	CONSTRUCC-IBERCO-SA	5610.59	26/07/16
CMSS OLIVER-VALDEFIERRO-MIRALBUENO	PROGRAMA DE EDUCACION DE CALLE DE VALDEFIERRO. DESARROLLO DE ACTIVIDAD DE MES DE JUNIO.	ADUNARE-FUNDACION-SC	5610.32	05/10/16
SERVICIO DE DISTRITOS	JV PEÑAFLOR-Instalación cortina en pabellón polivante de Peñaflor (PIMED 2016)	CONSTRUCC-CALVO-MARIN-SL	5608.41	31/01/17
CMSS OLIVER-VALDEFIERRO-MIRALBUENO	PROGRAMA DE EDUCACION DE CALLE VALDEFIERRO. DESARROLLO DE ACTIVIDAD MES DE ENERO.	ADUNARE-FUNDACION-SC	5608.21	21/04/16
CMSS OLIVER-VALDEFIERRO-MIRALBUENO	PROGRAMA DE EDUCACION DE CALLE VALDEFIERRO. DESARROLLO DE ACTIVIDAD MES DE FEBRERO.	ADUNARE-FUNDACION-SC	5608.21	10/06/16
CMSS OLIVER-VALDEFIERRO-MIRALBUENO	PROGRAMA DE EDUCACION DE CALLE VALDEFIERRO. DESARROLLO DE ACTIVIDAD MES DE MARZO.	ADUNARE-FUNDACION-SC	5608.21	10/06/16
CMSS OLIVER-VALDEFIERRO-MIRALBUENO	PROGRAMA DE EDUCACION DE CALLE VALDEFIERRO. ABRIL 2016	ADUNARE-FUNDACION-SC	5607.81	13/07/16
CMSS OLIVER-VALDEFIERRO-MIRALBUENO	PROGRAMA DE EDUCACION DE CALLE VALDEFIERRO. DESARROLLO DE ACTIVIDAD MES DE DICIEMBRE.	ADUNARE-FUNDACION-SC	5606.96	21/04/16
CMSS OLIVER-VALDEFIERRO-MIRALBUENO	PROGRAMA DE EDUCACION DE CALLE DE VALDEFIERRO. DESARROLLO DE ACTIVIDAD MES DE MAYO.	ADUNARE-FUNDACION-SC	5605.37	12/08/16
